"institution","id","doi","publisher","publicationYear","resourceType","resourceTypeGeneral","url","metadataVersion","citationCount","versionCount","registered","subjects","dates","relatedIdentifiers","sizes","rightsList","descriptions","geoLocations","fundingReferences","formats","titles","creators","language","container.title","publisher_plus","group"
"Minnesota","10.13020/d6pp41","10.13020/d6pp41","Data Repository for the University of Minnesota (DRUM)","2015","Observational Data||Software Code","Dataset","http://hdl.handle.net/11299/171418",2,1,0,"2015-04-20T16:14:41Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6k012","10.13020/d6k012","Data Repository for the University of Minnesota (DRUM)","2015","Survey Data-Qualitative||Experimental Data||Software Code||Human Subjects Data","Dataset","http://hdl.handle.net/11299/172116",2,1,0,"2015-05-06T19:48:59Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6f59k","10.13020/d6f59k","Data Repository for the University of Minnesota (DRUM)","2015","Software Code||Field Study Data||Report","Dataset","http://hdl.handle.net/11299/172272",2,1,0,"2015-05-21T14:12:12Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d69g69","10.13020/d69g69","Data Repository for the University of Minnesota (DRUM)","2015","Genomics Data||Experimental Data","Dataset","http://hdl.handle.net/11299/172268",3,0,0,"2015-05-27T14:46:53Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d65p4c","10.13020/d65p4c","Data Repository for the University of Minnesota (DRUM)","2015","Experimental Data||Report","Dataset","http://hdl.handle.net/11299/172341",2,1,0,"2015-06-02T19:44:07Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6201d","10.13020/d6201d","Data Repository for the University of Minnesota (DRUM)","2015","3D Imaging Data||Video or Animation","Dataset","http://hdl.handle.net/11299/172480",2,1,0,"2015-06-05T13:48:20Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6x59x","10.13020/d6x59x","Data Repository for the University of Minnesota (DRUM)","2015","Spatial Data||Software Code||Map","Dataset","http://hdl.handle.net/11299/172642",2,0,0,"2015-06-29T15:06:27Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6sg6n","10.13020/d6sg6n","Data Repository for the University of Minnesota (DRUM)","2015","Spatial Data||Software Code||Map","Dataset","http://hdl.handle.net/11299/172696",2,0,0,"2015-06-29T16:02:30Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6np4q","10.13020/d6np4q","Data Repository for the University of Minnesota (DRUM)","2015","Survey Data-Quantitative||Human Subjects Data","Dataset","http://hdl.handle.net/11299/173277",2,1,0,"2015-08-10T15:28:39Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6j01r","10.13020/d6j01r","Data Repository for the University of Minnesota (DRUM)","2015","Survey Data-Quantitative||Human Subjects Data","Dataset","http://hdl.handle.net/11299/173957",2,0,0,"2015-08-20T19:44:13Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6d598","10.13020/d6d598","Data Repository for the University of Minnesota (DRUM)","2015","Observational Data||Spatial Data||Field Study Data||Report","Dataset","http://conservancy.umn.edu/handle/11299/173991",2,0,0,"2015-08-24T18:04:54Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d68g60","10.13020/d68g60","Data Repository for the University of Minnesota (DRUM)","2015","Observational Data||Field Study Data","Dataset","http://hdl.handle.net/11299/174068",3,1,0,"2015-08-27T20:11:59Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d64s3q","10.13020/d64s3q","Data Repository for the University of Minnesota (DRUM)","2015","Observational Data||Field Study Data||Map","Dataset","http://hdl.handle.net/11299/174096",2,1,0,"2015-09-01T18:25:36Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d61013","10.13020/d61013","Data Repository for the University of Minnesota (DRUM)","2015","Experimental Data||Human Subjects Data","Dataset","http://hdl.handle.net/11299/174409",3,1,0,"2015-09-23T20:58:21Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6w888","10.13020/d6w888","Data Repository for the University of Minnesota (DRUM)","2015","Software Code","Dataset","http://hdl.handle.net/11299/174405",2,0,0,"2015-09-23T21:06:00Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6rg6b","10.13020/d6rg6b","Data Repository for the University of Minnesota (DRUM)","2015","Survey Data-Qualitative||Human Subjects Data","Dataset","http://hdl.handle.net/11299/174487",2,0,0,"2015-09-30T21:00:32Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6ms32","10.13020/d6ms32","Data Repository for the University of Minnesota (DRUM)","2015","Genomics Data","Dataset","http://hdl.handle.net/11299/174479",2,1,0,"2015-10-05T15:13:05Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6h01f","10.13020/d6h01f","Data Repository for the University of Minnesota (DRUM)","2015","Software Code","Dataset","http://hdl.handle.net/11299/174633",2,1,0,"2015-10-13T21:18:24Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6c88m","10.13020/d6c88m","Data Repository for the University of Minnesota (DRUM)","2015","Software Code||Observational Data||Experimental Data||Field Study Data","Dataset","http://hdl.handle.net/11299/174565",2,1,0,"2015-10-19T21:58:05Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d67g6p","10.13020/d67g6p","Data Repository for the University of Minnesota (DRUM)","2015","Genomics Data||Experimental Data","Dataset","https://conservancy.umn.edu/handle/11299/174930",2,0,0,"2015-11-02T16:30:15Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d63s3d","10.13020/d63s3d","Data Repository for the University of Minnesota (DRUM)","2015","Spatial Data||Observational Data","Dataset","http://hdl.handle.net/11299/175581",5,0,0,"2015-11-30T15:36:03Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6v88z","10.13020/d6v88z","Data Repository for the University of Minnesota (DRUM)","2015","Survey Data-Quantitative||Report","Dataset","http://hdl.handle.net/11299/175737",2,0,0,"2015-12-21T20:00:10Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6qg61","10.13020/d6qg61","Data Repository for the University of Minnesota (DRUM)","2016","Experimental Data||Human Subjects Data","Dataset","http://hdl.handle.net/11299/176334",2,0,0,"2016-02-23T21:23:19Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6ks3r","10.13020/d6ks3r","Data Repository for the University of Minnesota (DRUM)","2016","Genomics Data||Human Subjects Data","Dataset","http://hdl.handle.net/11299/177631",2,1,0,"2016-03-11T19:34:58Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6g014","10.13020/d6g014","Data Repository for the University of Minnesota (DRUM)","2016","Dataset","Dataset","http://conservancy.umn.edu/handle/11299/178246",1,0,0,"2016-03-15T18:13:59Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6b889","10.13020/d6b889","Data Repository for the University of Minnesota (DRUM)","2016","Survey Data-Quantitative||Survey Data-Qualitative","Dataset","http://hdl.handle.net/11299/178307",2,0,0,"2016-03-17T15:46:43Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d66k51","10.13020/d66k51","Data Repository for the University of Minnesota (DRUM)","2016","Software Code||Report","Dataset","http://hdl.handle.net/11299/178384",2,0,0,"2016-03-28T21:27:47Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d62s33","10.13020/d62s33","Data Repository for the University of Minnesota (DRUM)","2016","Software Code||Experimental Data","Dataset","http://hdl.handle.net/11299/178765",2,0,0,"2016-04-13T21:24:00Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6z304","10.13020/d6z304","Data Repository for the University of Minnesota (DRUM)","2016","Genomics Data","Dataset","http://hdl.handle.net/11299/179004",3,1,0,"2016-04-22T15:37:34Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6t88n","10.13020/d6t88n","Data Repository for the University of Minnesota (DRUM)","2016","3D Imaging Data","Dataset","http://conservancy.umn.edu/handle/11299/180304",3,1,0,"2016-05-18T16:04:03Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6pk5c","10.13020/d6pk5c","Data Repository for the University of Minnesota (DRUM)","2016","Statistical Computing Code||3D Imaging Data","Dataset","http://hdl.handle.net/11299/180367",3,0,0,"2016-05-24T13:27:47Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6js3f","10.13020/d6js3f","Data Repository for the University of Minnesota (DRUM)","2016","Genomics Data","Dataset","http://hdl.handle.net/11299/180904",2,0,0,"2016-06-07T13:40:24Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6f30g","10.13020/d6f30g","Data Repository for the University of Minnesota (DRUM)","2016","Programming Software Code","Dataset","http://hdl.handle.net/11299/180885",2,1,0,"2016-06-08T13:24:37Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d69880","10.13020/d69880","Data Repository for the University of Minnesota (DRUM)","2016","Genomics Data","Dataset","http://hdl.handle.net/11299/181161",1,1,0,"2016-06-23T21:11:46Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d65k5q","10.13020/d65k5q","Data Repository for the University of Minnesota (DRUM)","2016","3D Imaging Data","Dataset","http://conservancy.umn.edu/handle/11299/181194",1,0,0,"2016-07-05T14:02:41Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d61s3s","10.13020/d61s3s","Data Repository for the University of Minnesota (DRUM)","2016","3D Imaging Data","Dataset","http://conservancy.umn.edu/handle/11299/181241",1,0,0,"2016-07-06T17:39:08Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6x30t","10.13020/d6x30t","Data Repository for the University of Minnesota (DRUM)","2016","3D Imaging Data","Dataset","http://conservancy.umn.edu/handle/11299/181244",1,0,0,"2016-07-06T17:40:57Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6s88b","10.13020/d6s88b","Data Repository for the University of Minnesota (DRUM)","2016",NA,"Dataset","http://hdl.handle.net/11299/181235",1,1,0,"2016-07-06T17:51:21Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6nk52","10.13020/d6nk52","Data Repository for the University of Minnesota (DRUM)","2016","3D Imaging Data","Dataset","http://hdl.handle.net/11299/181240",1,0,0,"2016-07-06T18:43:48Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6hs34","10.13020/d6hs34","Data Repository for the University of Minnesota (DRUM)","2016","3D Imaging Data","Dataset","http://hdl.handle.net/11299/181243",1,0,0,"2016-07-06T18:45:59Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6d305","10.13020/d6d305","Data Repository for the University of Minnesota (DRUM)","2016","3D Imaging Data","Dataset","http://hdl.handle.net/11299/181246",1,0,0,"2016-07-06T18:48:04Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d68c7b","10.13020/d68c7b","Data Repository for the University of Minnesota (DRUM)","2016","3D Imaging Data","Dataset","http://hdl.handle.net/11299/181249",3,0,0,"2016-07-06T18:49:58Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d64k5d","10.13020/d64k5d","Data Repository for the University of Minnesota (DRUM)","2016","3D Imaging Data","Dataset","http://hdl.handle.net/11299/181245",1,0,0,"2016-07-06T20:25:26Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d60w24","10.13020/d60w24","Data Repository for the University of Minnesota (DRUM)","2016","3D Imaging Data","Dataset","http://hdl.handle.net/11299/181242",1,0,0,"2016-07-06T20:29:09Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6w30h","10.13020/d6w30h","Data Repository for the University of Minnesota (DRUM)","2016","3D Imaging Data","Dataset","http://hdl.handle.net/11299/181239",1,0,0,"2016-07-06T20:34:54Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6rc7p","10.13020/d6rc7p","Data Repository for the University of Minnesota (DRUM)","2016","3D Imaging Data","Dataset","http://hdl.handle.net/11299/181238",1,0,0,"2016-07-06T20:35:51Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6mk5r","10.13020/d6mk5r","Data Repository for the University of Minnesota (DRUM)","2016","Human Subjects Data||Experimental Data","Dataset","http://hdl.handle.net/11299/181236",1,0,0,"2016-07-12T14:17:19Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6gw2g","10.13020/d6gw2g","Data Repository for the University of Minnesota (DRUM)","2016","Programming Software Code","Dataset","http://hdl.handle.net/11299/181275",1,0,0,"2016-07-13T21:44:44Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6c30v","10.13020/d6c30v","Data Repository for the University of Minnesota (DRUM)","2016","Experimental Data","Dataset","http://hdl.handle.net/11299/181336",4,1,0,"2016-07-14T13:00:45Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d67c71","10.13020/d67c71","Data Repository for the University of Minnesota (DRUM)","2016","Spatial Data","Dataset","http://hdl.handle.net/11299/181332",4,1,0,"2016-07-19T17:05:18Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d63k53","10.13020/d63k53","Data Repository for the University of Minnesota (DRUM)","2016","Genomics Data","Dataset","http://hdl.handle.net/11299/181367",1,1,0,"2016-07-19T20:02:41Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6zw2t","10.13020/d6zw2t","Data Repository for the University of Minnesota (DRUM)","2016","Software Code","Dataset","http://hdl.handle.net/11299/181335",2,1,0,"2016-07-28T15:40:45Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6v306","10.13020/d6v306","Data Repository for the University of Minnesota (DRUM)","2016","Programming Software Code","Dataset","http://hdl.handle.net/11299/181334",1,1,0,"2016-07-28T17:12:12Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6qc7c","10.13020/d6qc7c","Data Repository for the University of Minnesota (DRUM)","2016","Software Code","Dataset","http://hdl.handle.net/11299/181333",1,0,0,"2016-07-28T17:34:58Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6kk5f","10.13020/d6kk5f","Data Repository for the University of Minnesota (DRUM)","2016","Programming Software Code","Dataset","http://hdl.handle.net/11299/181331",1,0,0,"2016-07-28T17:47:11Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6fw25","10.13020/d6fw25","Data Repository for the University of Minnesota (DRUM)","2016","Human Subjects Data||Survey Data-Quantitative","Dataset","http://hdl.handle.net/11299/181042",3,0,0,"2016-08-01T18:26:58Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6b59n","10.13020/d6b59n","Data Repository for the University of Minnesota (DRUM)","2016","Genomics Data","Dataset","http://hdl.handle.net/11299/181368",1,1,0,"2016-08-02T13:56:00Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d66c7q","10.13020/d66c7q","Data Repository for the University of Minnesota (DRUM)","2016","Instrument Design Protocol","Dataset","http://hdl.handle.net/11299/181539",4,0,0,"2016-08-04T17:17:56Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d62p4f","10.13020/d62p4f","Data Repository for the University of Minnesota (DRUM)","2016","Software Code","Dataset","http://hdl.handle.net/11299/181538",1,0,0,"2016-08-04T18:33:31Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d6xw2h","10.13020/d6xw2h","Data Repository for the University of Minnesota (DRUM)","2016","Survey Data-Quantitative","Dataset","http://hdl.handle.net/11299/181605",1,0,0,"2016-08-11T22:10:04Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
